date,year,month,city,route_id,transport_mode,avg_daily_riders,total_monthly_riders,avg_ticket_price,service_frequency_per_hour,avg_delay_minutes,capacity_utilisation
2025-08-01,2025,8,London,LON-015,Rail,50978,1580318,3.93,21.4,15.4,1.15
2025-09-01,2025,9,London,LON-015,Rail,67203,2016090,3.83,22,16.2,1.15
2025-10-01,2025,10,London,LON-015,Rail,53965,1672915,4.12,22,16.3,1.15
2025-11-01,2025,11,London,LON-015,Rail,55510,1665300,3.92,22,12.6,1.15
2025-12-01,2025,12,London,LON-015,Rail,38881,1205311,3.89,19,13.1,1.15
2019-01-01,2019,1,London,LON-016,Rail,35671,1105801,3.71,19.3,11.6,1.06
2019-02-01,2019,2,London,LON-016,Rail,37731,1056468,3.64,19.1,20.2,1
2019-03-01,2019,3,London,LON-016,Rail,33237,1030347,3.52,16.5,13.9,1.06
2019-04-01,2019,4,London,LON-016,Rail,39953,1198590,3.38,18.4,12.3,1.15
2019-05-01,2019,5,London,LON-016,Rail,41374,1282594,3.48,,10.5,1.08
2019-06-01,2019,6,London,LON-016,Rail,46151,1384530,3.52,20.7,13.4,1.15
2019-07-01,2019,7,London,LON-016,Rail,40819,1265389,3.51,19,,1.15
2019-08-01,2019,8,London,LON-016,Rail,40068,1242108,3.52,16.8,15,1.15
2019-09-01,2019,9,London,LON-016,Rail,38651,1159530,3.47,18.8,14,1.15
2019-10-01,2019,10,London,LON-016,Rail,41405,1283555,3.78,19.3,12.3,1.15
2019-11-01,2019,11,London,LON-016,Rail,39718,1191540,3.68,20.1,16.3,1
2019-12-01,2019,12,London,LON-016,Rail,37929,1175799,3.44,20.4,12.8,1.02
2020-01-01,2020,1,London,LON-016,Rail,29688,920328,3.54,16.6,9.1,1.1
2020-02-01,2020,2,London,LON-016,Rail,34626,1004154,3.46,,11.2,1.05
2020-03-01,2020,3,LDN,LON-016,Rail,32929,1020799,3.5,17.1,13.5,1.07
2020-04-01,2020,4,London,LON-016,Rail,55880,1676400,3.56,22,13.8,1.15
2020-05-01,2020,5,London,LON-016,Rail,44130,1368030,3.74,20.6,15.8,1.15
2020-06-01,2020,6,London,LON-016,Rail,46990,1409700,3.83,20.6,14,1.15
2020-07-01,2020,7,London,LON-016,Rail,62095,1924945,3.41,22,14.1,1.15
2020-08-01,2020,8,London,LON-016,Rail,52052,1613612,3.64,22,19.6,1.15
2020-09-01,2020,9,London,LON-016,Rail,45916,1377480,3.96,20,13.2,1.15
2020-10-01,2020,10,London,LON-016,rail,35542,1101802,367,16.6,10.1,1.11
2020-11-01,2020,11,London,LON-016,Rail,46128,1383840,3.44,22,14.6,1.15
2020-12-01,2020,12,London,LON-016,Rail,41837,1296947,3.42,18.3,12.2,1.15
2021-01-01,2021,1,London,LON-016,Rail,44848,1390288,3.65,21.7,14.7,1.08
2021-02-01,2021,2,London,LON-016,Rail,43525,1218700,3.86,20.4,12,1.11
2021-03-01,2021,3,London,LON-016,Rail,40764,1263684,3.68,19.6,14.4,1.15
2021-04-01,2021,4,London,LON-016,Rail,36562,1096860,3.86,18.8,11.2,1.13
2021-05-01,2021,5,London,LON-016,Rail,49579,1536949,3.87,22,15.3,1.15
2021-06-01,2021,6,London,LON-016,Rail,34626,1038780,3.66,16.6,12,1.15
2021-07-01,2021,7,London,LON-016,Rail,55256,1712936,3.63,22,14,1.3
2021-08-01,2021,8,London,LON-016,Rail,45480,1409880,3.41,20.7,19.1,1.15
2021-09-01,2021,9,London,LON-016,Rail,37579,1127370,3.59,17.6,15.1,1.15
2021-10-01,2021,10,London,LON-016,Rail,60283,1868773,3.58,22,17.2,1.15
2021-11-01,2021,11,London,LON-016,Rail,44369,1331070,4.14,19.7,14.3,1.15
2021-12-01,2021,12,London,LON-016,Rail,41481,1285911,3.62,18.8,10.5,1.15
2022-01-01,2022,1,London,LON-016,Rail,43280,1341680,3.65,20.4,15.6,1.15
2022-02-01,2022,2,London,LON-016,Rail,38213,1069964,3.75,19.2,17.3,1.15
2022-03-01,2022,3,London,LON-016,Rail,44780,1388180,3.44,21.7,14.7,1.09
2022-04-01,2022,4,London,LON-016,Rail,60132,1803960,3.89,22,14,1.15
2022-05-01,2022,5,London,LON-016,Rail,46613,1445003,3.7,20.3,12.4,1.15
2022-06-01,2022,6,London,LON-016,Rail,61755,1852650,3.68,22,13,1.15
2022-07-01,2022,7,London,LON-016,Rail,43228,1340068,3.71,20.4,17.3,1.13
2022-08-01,2022,8,London,LON-016,Rail,41881,1298311,3.74,19.5,13.6,1.15
2022-09-01,2022,9,London,LON-016,Rail,44010,1320300,3.6,19.9,16.2,1.15
2022-10-01,2022,10,London,LON-016,Rail,45660,1415460,3.93,19.9,16.5,1.15
2022-11-01,2022,11,London,LON-016,Rail,53807,1614210,3.95,22,14.2,1.15
2022-12-01,2022,12,london,LON-016,Rail,59965,1858915,3.91,22,17.8,1.15
2023-01-01,2023,1,London,LON-016,Rail,45375,1406625,3.92,19.7,13.4,1.15
2023-02-01,2023,2,London,LON-016,Rail,44325,1241100,3.81,20.4,15.6,1.13
2023-03-01,2023,3,London,LON-016,Rail,49216,1525696,3.89,22,16.2,1.15
2023-04-01,2023,4,London,LON-016,Rail,41461,1243830,3.78,20.9,12.9,1.11
2023-05-01,2023,5,London,LON-016,Rail,63450,1966950,3.72,22,14.9,1.15
2023-06-01,2023,6,London,LON-016,Rail,50521,1515630,3.82,22,,1.15
2023-07-01,2023,7,London,LON-016,rail,55146,1709526,3.84,22,15.9,1.15
2023-08-01,2023,8,London,LON-016,Rail,43646,1353026,386,20,17.3,1.11
2023-09-01,2023,9,London,LON-016,Rail,47906,1437180,3.99,20.4,14.2,1.15
2023-10-01,2023,10,London,LON-016,Rail,45133,1399123,3.78,20.4,19.9,1.15
2023-11-01,2023,11,London,LON-016,Rail,39430,1182900,3.86,18.4,,1.15
2023-12-01,2023,12,London,LON-016,Rail,51355,1592005,3.87,21.2,11,1.15
2024-01-01,2024,1,London,LON-016,Rail,52243,1619533,4.05,22,12.5,1.15
2024-02-01,2024,2,London,LON-016,Rail,41634,1207386,3.93,18,,1.15
2024-03-01,2024,3,London,LON-016,rail,47371,1468501,3.84,22,12.3,1.15
2024-04-01,2024,4,london,LON-016,Rail,40570,1217100,3.81,18.5,12.1,1.15
2024-05-01,2024,5,London,LON-016,Rail,45823,1420513,3.86,21.1,14,1.15
2024-06-01,2024,6,London,LON-016,Rail,47003,1410090,3.78,22,16.4,1.15
2024-07-01,2024,7,London,LON-016,Rail,49914,1547334,3.78,21.3,12.9,1.15
2024-08-01,2024,8,London,LON-016,Rail,57843,1793133,399,22,,1.15
2024-09-01,2024,9,London,LON-016,Rail,40945,1228350,3.84,21.4,18.3,1
2024-10-01,2024,10,London,LON-016,Rail,50616,1569096,3.92,22,14.4,1.15
2024-11-01,2024,11,London,LON-016,Rail,38003,1140090,3.88,18.4,13,1.15
2024-12-01,2024,12,London,LON-016,Rail,40456,1254136,4.09,17.5,14.7,1.15
2025-01-01,2025,1,London,LON-016,Rail,38314,1187734,4.14,17.9,11.4,1.09
2025-02-01,2025,2,London,LON-016,Rail,37556,1051568,3.91,19.5,13.9,1.08
2025-03-01,2025,3,London,LON-016,Rail,52549,1629019,4.27,22,11.1,1.15
2025-04-01,2025,4,london,LON-016,Rail,50686,1520580,3.96,21.1,11.4,1.15
2025-05-01,2025,5,London,LON-016,Rail,54961,1703791,3.99,22,14.2,1.15
2025-06-01,2025,6,london,LON-016,Rail,70147,2104410,4.12,22,16.8,1.15
2025-07-01,2025,7,London,LON-016,Rail,62422,1935082,4.04,22,11.7,1.15
2025-08-01,2025,8,London,LON-016,Rail,52070,1614170,4.2,22,16.1,1.15
2025-09-01,2025,9,london,LON-016,Rail,47281,1418430,4.11,20.7,16.3,1.15
2025-10-01,2025,10,London,LON-016,Rail,41396,1283276,4.08,,14.7,1.15
2025-11-01,2025,11,London,LON-016,Rail,51515,1545450,4.13,22,15.4,1.15
2025-12-01,2025,12,London,LON-016,Rail,46580,1443980,3.85,21.3,11,1.15
2019-01-01,2019,1,London,LON-017,Bus,18446,571826,2.05,11,12.7,0.88
2019-02-01,2019,2,London,LON-017,Bus,23560,659680,2.21,10.7,13.5,1.15
2019-03-01,2019,3,London,LON-017,Bus,18690,579390,2.32,10.6,10.4,1
2019-04-01,2019,4,London,LON-017,Bus,18276,548280,2.36,9.8,11.3,0.98
2019-05-01,2019,5,London,LON-017,Bus,29628,918468,2.29,14.6,9.9,0.94
2019-06-01,2019,6,London,LON-017,Bus,27044,811320,2.1,11.5,17.2,1.15
2019-07-01,2019,7,London,LON-017,Bus,24901,771931,2.2,11.9,12.7,1.3
2019-08-01,2019,8,London,LON-017,Bus,18776,582056,221,10.6,10.9,0.9
2019-09-01,2019,9,London,LON-017,Bus,20389,611670,226,13.1,13.1,0.82
2019-10-01,2019,10,London,LON-017,Bus,22732,704692,2.21,11.4,14.1,1.15
2019-11-01,2019,11,London,LON-017,Bus,14999,449970,2.19,8.8,10.7,1.11
2019-12-01,2019,12,london,LON-017,Bus,16422,509082,2.22,9.1,12.8,1
2020-01-01,2020,1,London,LON-017,Bus,21678,672018,2.12,10,10.7,1.15
2020-02-01,2020,2,London,LON-017,Bus,27598,800342,2.28,12.6,11.8,1.14
2020-03-01,2020,3,London,LON-017,Bus,21630,670530,2.37,12.2,11.3,1.03
2020-04-01,2020,4,london,LON-017,Bus,24635,739050,2.25,11.7,13,1.15
2020-05-01,2020,5,London,LON-017,Bus,27423,850113,2.35,13.3,13.7,1.15
2020-06-01,2020,6,London,LON-017,Bus,19891,596730,2.13,10.2,10.4,1.11
2020-07-01,2020,7,London,LON-017,Bus,21874,678094,2.32,11.6,8.3,0.99
2020-08-01,2020,8,London,LON-017,Bus,20397,632307,2.32,11.1,10.8,0.94
2020-09-01,2020,9,London,LON-017,Bus,18705,561150,2.28,8.5,13.5,1.15
2020-10-01,2020,10,london,LON-017,Bus,24646,764026,2.29,13.2,13.9,1
2020-11-01,2020,11,London,LON-017,Bus,18189,545670,2.17,9.7,11.6,1.04
2020-12-01,2020,12,London,LON-017,Bus,23260,721060,2.46,10.9,11.3,1.08
2021-01-01,2021,1,london,LON-017,Bus,22199,688169,2.34,11.8,8.9,1.1
2021-02-01,2021,2,London,LON-017,Bus,16032,448896,230,10.3,13.8,0.87
2021-03-01,2021,3,London,LON-017,Bus,16765,519715,2.14,8.9,13.7,1.05
2021-04-01,2021,4,London,LON-017,Bus,18406,552180,2.52,9.4,10.5,1.06
2021-05-01,2021,5,London,LON-017,Bus,22844,708164,2.38,13,12.1,1.02
2021-06-01,2021,6,London,LON-017,Bus,21310,639300,2.32,11.7,14.6,0.94
2021-07-01,2021,7,London,LON-017,Bus,18417,570927,2.35,9.9,10.9,1.13
2021-08-01,2021,8,London,LON-017,Bus,22341,692571,2.33,11.8,12.4,1.02
2021-09-01,2021,9,london,LON-017,Bus,18570,557100,2.37,11.3,7.4,0.94
2021-10-01,2021,10,London,LON-017,Bus,17434,540454,2.26,10.4,9.6,0.97
2021-11-01,2021,11,London,LON-017,Bus,19608,588240,2.3,9.9,13.4,1.05
2021-12-01,2021,12,London,LON-017,Bus,20813,645203,2.28,13.4,10.1,0.88
2022-01-01,2022,1,London,LON-017,Bus,17971,557101,2.42,8.7,8.1,1.15
2022-02-01,2022,2,London,LON-017,Bus,20443,572404,2.33,9.4,8.6,1.15
2022-03-01,2022,3,London,LON-017,Bus,23877,740187,2.19,11.7,11.4,1.15
2022-04-01,2022,4,London,LON-017,Bus,21599,647970,2.4,10.9,11,1.15
2022-05-01,2022,5,London,LON-017,Bus,28526,884306,2.39,13.7,14.1,1.15
2022-06-01,2022,6,London,LON-017,Bus,29528,885840,2.48,13.8,11.5,1.15
2022-07-01,2022,7,London,LON-017,Bus,25643,794933,2.39,12.2,10.4,1.15
2022-08-01,2022,8,London,LON-017,Bus,21685,672235,2.44,9.8,13.2,1.15
2022-09-01,2022,9,London,LON-017,Bus,21440,643200,2.25,10.5,13.1,1.08
2022-10-01,2022,10,London,LON-017,Bus,21088,653728,2.47,12.2,13.4,1.07
2022-11-01,2022,11,London,LON-017,Bus,24841,745230,2.55,10.7,7.4,1.15
2022-12-01,2022,12,London,LON-017,Bus,19819,614389,2.4,11.7,10.3,1.01
2023-01-01,2023,1,London,LON-017,Bus,16425,509175,2.41,11.3,9.2,0.83
2023-02-01,2023,2,London,LON-017,Bus,19040,533120,2.45,10.3,12.1,0.94
2023-03-01,2023,3,London,LON-017,Bus,19034,590054,2.26,10.1,10.7,1.06
2023-04-01,2023,4,London,LON-017,Bus,21853,655590,2.42,11.8,9.3,0.96
2023-05-01,2023,5,London,LON-017,Bus,24069,746139,2.4,10.4,11.1,1.15
2023-06-01,2023,6,London,LON-017,Bus,20572,617160,2.55,11.3,16,1.04
2023-07-01,2023,7,london,LON-017,Bus,23208,719448,2.38,12,,1.12
2023-08-01,2023,8,London,LON-017,Bus,25824,800544,2.5,12.1,12.5,1.03
2023-09-01,2023,9,London,LON-017,Bus,22445,673350,2.31,12.8,15.8,0.91
2023-10-01,2023,10,London,LON-017,Bus,26378,817718,2.43,11.3,10.9,1.15
2023-11-01,2023,11,London,LON-017,Bus,25446,763380,2.25,11.3,10.3,1.15
2023-12-01,2023,12,London,LON-017,Bus,23567,730577,2.58,10.7,10.5,1.15
2024-01-01,2024,1,London,LON-017,Bus,15243,472533,2.33,11,,0.9
2024-02-01,2024,2,London,LON-017,Bus,21061,610769,2.49,10.7,10.8,1.1
2024-03-01,2024,3,London,LON-017,Bus,21996,681876,2.54,9.3,11,1.15
2024-04-01,2024,4,London,LON-017,Bus,26193,785790,2.34,12.6,11.9,1.39
2024-05-01,2024,5,London,LON-017,Bus,21921,679551,2.45,11.7,9.1,0.98
2024-06-01,2024,6,London,LON-017,Bus,24374,731220,2.61,14.5,13.8,0.87
2024-07-01,2024,7,london,LON-017,Bus,32916,1020396,2.45,13.2,10.2,1.15
2024-08-01,2024,8,london,LON-017,Bus,23370,724470,2.44,12.6,10.8,1.04
2024-09-01,2024,9,London,LON-017,Bus,20645,619350,2.39,11.3,7.3,1.01
2024-10-01,2024,10,London,LON-017,Bus,25211,781541,2.4,12.5,12.5,1.03
2024-11-01,2024,11,London,LON-017,Bus,23700,711000,2.48,11.9,10,1.14
2024-12-01,2024,12,London,LON-017,Bus,20272,628432,2.47,11.8,9.8,0.87
2025-01-01,2025,1,London,LON-017,Bus,25445,788795,2.47,13.4,11.9,0.99
2025-02-01,2025,2,London,LON-017,Bus,18556,519568,236,,12.8,1.27
2025-03-01,2025,3,London,LON-017,bus,25362,786222,2.49,12.6,13.7,1.54
2025-04-01,2025,4,London,LON-017,Bus,22306,669180,2.33,11.9,13.4,1.1
2025-05-01,2025,5,London,LON-017,Bus,19412,601772,2.55,10.2,8.4,1.15
2025-06-01,2025,6,London,LON-017,Bus,26332,789960,2.53,,11.7,1.15
2025-07-01,2025,7,London,LON-017,Bus,26225,812975,2.53,11.6,13,1.15
2025-08-01,2025,8,London,LON-017,Bus,35503,1100593,2.36,15.1,,1.15
2025-09-01,2025,9,London,LON-017,Bus,22048,661440,2.51,12.9,9.1,0.87
2025-10-01,2025,10,London,LON-017,Bus,19930,617830,2.5,10.8,12.5,1.06
2025-11-01,2025,11,London,LON-017,Bus,27455,823650,2.44,12.5,14,1.15
2025-12-01,2025,12,London,LON-017,Bus,21333,661323,2.47,10.2,11.9,1.06
2019-01-01,2019,1,London,LON-018,Bus,13926,431706,2.2,8.8,10.5,0.88
2019-02-01,2019,2,London,LON-018,Bus,17411,487508,2.14,9.1,11.2,1
2019-03-01,2019,3,London,LON-018,Bus,19062,590922,2.12,10.5,9.7,1.06
2019-04-01,2019,4,London,LON-018,Bus,18249,547470,2.21,12.7,13.7,0.76
2019-05-01,2019,5,London,LON-018,Bus,20081,622511,2.32,10.2,9.2,1.05
2019-06-01,2019,6,London,LON-018,Bus,29230,876900,2.12,11.1,14.8,1.15
2019-07-01,2019,7,London,LON-018,Bus,19579,606949,2.29,10.8,9,1.02
2019-08-01,2019,8,London,LON-018,Bus,21365,662315,2.17,11.3,8.9,1.03
2019-09-01,2019,9,London,LON-018,Bus,21274,638220,2.34,11.8,14.6,1.15
2019-10-01,2019,10,London,LON-018,Bus,17417,539927,2.54,13.8,8.5,0.72
2019-11-01,2019,11,London,LON-018,Bus,18870,566100,2.25,8.3,13.5,1.15
2019-12-01,2019,12,London,LON-018,Bus,17286,535866,2.09,10.4,7.9,1.04
2020-01-01,2020,1,London,LON-018,Bus,19699,610669,2.18,11.5,9.4,0.85
2020-02-01,2020,2,London,LON-018,Bus,23373,677817,2.22,12.8,11.1,0.95
2020-03-01,2020,3,London,LON-018,Bus,20975,650225,2.28,11.2,11.5,1.08
2020-04-01,2020,4,London,LON-018,Bus,22314,669420,2.26,10.9,11.8,0.96
2020-05-01,2020,5,London,LON-018,Bus,23475,727725,2.24,13.7,8.3,0.86
2020-06-01,2020,6,London,LON-018,Bus,23788,713640,2.24,11.3,11.4,1.15
2020-07-01,2020,7,London,LON-018,bus,20006,620186,2.39,10.4,10.6,1.05
2020-08-01,2020,8,London,LON-018,Bus,27979,867349,2.23,14.1,11.5,1.08
2020-09-01,2020,9,London,LON-018,Bus,21120,633600,2.1,10.7,6.5,0.99
2020-10-01,2020,10,London,LON-018,Bus,15977,495287,2.11,11,12.4,0.73
2020-11-01,2020,11,LDN,LON-018,Bus,16306,489180,2.19,10.8,12.7,0.76
2020-12-01,2020,12,London,LON-018,Bus,16537,512647,2.11,10.7,13.1,0.95
2021-01-01,2021,1,London,LON-018,Bus,15597,483507,2.37,11.2,9.3,0.88
2021-02-01,2021,2,London,LON-018,Bus,22521,630588,2.3,11.9,13.3,1.11
2021-03-01,2021,3,London,LON-018,Bus,19583,607073,2.24,10.7,10.9,0.93
2021-04-01,2021,4,London,LON-018,Bus,18561,556830,2.42,11.2,10.8,0.91
2021-05-01,2021,5,London,LON-018,Bus,20339,630509,2.44,10.9,10.4,1.12
2021-06-01,2021,6,London,LON-018,Bus,20503,615090,2.19,10.8,12.5,1.09
2021-07-01,2021,7,London,LON-018,Bus,21280,659680,2.22,11.9,14.8,1.01
2021-08-01,2021,8,London,LON-018,Bus,21750,674250,2.42,12.7,12.3,0.99
2021-09-01,2021,9,London,LON-018,Bus,24609,738270,2.18,13.6,8.7,0.96
2021-10-01,2021,10,LDN,LON-018,Bus,22488,697128,2.22,12.2,9.7,0.99
2021-11-01,2021,11,London,LON-018,Bus,18510,555300,2.42,9.8,9.6,1.05
2021-12-01,2021,12,London,LON-018,Bus,19550,606050,2.19,11.5,10.7,0.95
2022-01-01,2022,1,London,LON-018,Bus,19788,613428,2.32,,11.9,1.04
2022-02-01,2022,2,London,LON-018,Bus,17428,487984,2.35,11.6,10.5,0.81
2022-03-01,2022,3,London,LON-018,bus,23529,729399,2.2,11.6,8.9,1.08
2022-04-01,2022,4,LDN,LON-018,Bus,25083,752490,216,13.6,15.1,0.97
2022-05-01,2022,5,London,LON-018,Bus,19229,596099,2.22,10.4,9.3,1.05
2022-06-01,2022,6,London,LON-018,Bus,20614,618420,2.33,10.2,6.7,1.13
2022-07-01,2022,7,London,LON-018,Bus,22128,685968,2.38,11.6,10.2,1.15
2022-08-01,2022,8,London,LON-018,Bus,30837,955947,2.21,14.9,10,1.15
2022-09-01,2022,9,London,LON-018,Bus,21038,631140,2.36,11.2,11.5,1.06
2022-10-01,2022,10,London,LON-018,Bus,25056,776736,2.35,12.4,12.5,1.08
2022-11-01,2022,11,London,LON-018,Bus,18387,551610,2.34,9,7.9,1.15
2022-12-01,2022,12,London,LON-018,Bus,18013,558403,2.32,8.7,10.5,1.15
2023-01-01,2023,1,LDN,LON-018,Bus,18498,573438,2.4,8.9,11.5,1.14
2023-02-01,2023,2,London,LON-018,Bus,14249,398972,2.3,9.7,10.9,0.88
2023-03-01,2023,3,London,LON-018,Bus,22665,702615,2.36,13.6,14.1,0.97
2023-04-01,2023,4,London,LON-018,Bus,23381,701430,2.36,9.3,8.9,1.15
2023-05-01,2023,5,London,LON-018,Bus,19605,607755,2.18,11,15.5,1.05
2023-06-01,2023,6,London,LON-018,Bus,25810,774300,2.36,11,11.2,1.15
2023-07-01,2023,7,London,LON-018,Bus,31826,986606,2.36,14.5,14.5,1.15
2023-08-01,2023,8,London,LON-018,Bus,27768,860808,2.4,12.9,13.6,1.15
2023-09-01,2023,9,London,LON-018,Bus,15391,461730,2.3,9,,1.22
2023-10-01,2023,10,London,LON-018,Bus,19027,589837,2.57,9.6,14.4,1.11
2023-11-01,2023,11,London,LON-018,Bus,18818,564540,2.32,9.7,5.7,1.09
2023-12-01,2023,12,LDN,LON-018,Bus,17377,538687,2.28,10.8,12.8,0.93
2024-01-01,2024,1,London,LON-018,Bus,21251,658781,247,9.7,13.9,1.15
2024-02-01,2024,2,London,LON-018,Bus,19208,557032,2.41,9.2,10.4,1.13
2024-03-01,2024,3,London,LON-018,Bus,20882,647342,2.51,11.2,10.2,0.97
2024-04-01,2024,4,London,LON-018,Bus,19450,583500,2.37,10.1,10.6,0.98
2024-05-01,2024,5,London,LON-018,Bus,24161,748991,2.59,13.6,12.2,1.02
2024-06-01,2024,6,London,LON-018,Bus,26122,783660,2.35,13.7,9,1.13
2024-07-01,2024,7,London,LON-018,bus,24918,772458,2.45,13.1,12.4,1.11
2024-08-01,2024,8,London,LON-018,Bus,24079,746449,2.29,11.9,10.2,1.09
2024-09-01,2024,9,London,LON-018,Bus,23760,712800,2.26,11.3,14.2,1.08
2024-10-01,2024,10,London,LON-018,Bus,16128,499968,2.55,10.2,9.4,0.84
2024-11-01,2024,11,London,LON-018,Bus,25605,768150,2.46,13.2,11.8,1.04
2024-12-01,2024,12,London,LON-018,Bus,25527,791337,2.37,12,11.4,1.15
2025-01-01,2025,1,LDN,LON-018,Bus,17359,538129,2.59,10.2,12,0.93
2025-02-01,2025,2,london,LON-018,Bus,17594,492632,2.53,10.3,8.5,0.93
2025-03-01,2025,3,London,LON-018,Bus,18090,560790,2.41,10.4,14.4,0.94
2025-04-01,2025,4,London,LON-018,Bus,22192,665760,2.34,12.8,9.4,0.93
2025-05-01,2025,5,London,LON-018,Bus,26499,821469,2.55,13.5,9.5,1.09
2025-06-01,2025,6,London,LON-018,Bus,26035,781050,2.34,12.7,18.3,1.15
2025-07-01,2025,7,London,LON-018,Bus,22068,684108,2.58,12.1,13.8,1.15
2025-08-01,2025,8,London,LON-018,Bus,27279,845649,2.65,14,9.6,1.07
2025-09-01,2025,9,london,LON-018,Bus,26672,800160,2.49,12.1,11.4,1.15
2025-10-01,2025,10,London,LON-018,Bus,21162,656022,2.35,12.9,12.7,0.88
2025-11-01,2025,11,London,LON-018,Bus,25431,762930,2.44,11.7,14.5,1.15
2025-12-01,2025,12,London,LON-018,Bus,25768,798808,2.4,13.4,9.3,1.01
2019-01-01,2019,1,London,LON-019,Bus,16590,514290,2.27,11.1,11.6,0.81
2019-02-01,2019,2,London,LON-019,Bus,17086,478408,2.15,9.1,9.3,1.11
2019-03-01,2019,3,London,LON-019,Bus,17993,557783,2.25,9.8,9.3,1.07
2019-04-01,2019,4,London,LON-019,Bus,13914,417420,2.33,9.9,12.7,0.81
2019-05-01,2019,5,London,LON-019,Bus,20060,621860,2.38,9.9,9.5,1.08
2019-06-01,2019,6,London,LON-019,Bus,25185,755550,2.09,13.1,10.8,1.01
2019-07-01,2019,7,London,LON-019,Bus,21648,671088,236,12,11.9,1.04
2019-08-01,2019,8,London,LON-019,Bus,20181,625611,2.34,11.1,12.4,1.12
2019-09-01,2019,9,London,LON-019,Bus,18194,545820,2.16,,11.6,0.75
2019-10-01,2019,10,London,LON-019,Bus,19465,603415,2.19,9,10.7,1.11
2019-11-01,2019,11,London,LON-019,Bus,16255,487650,2.17,10.9,11.2,0.87
2019-12-01,2019,12,London,LON-019,Bus,21866,677846,2.26,10.3,12.8,1.15
2020-01-01,2020,1,London,LON-019,Bus,16363,507253,2.25,9.7,13,0.79
2020-02-01,2020,2,London,LON-019,Bus,17428,505412,2.3,10.7,11.3,1.06
2020-03-01,2020,3,London,LON-019,Bus,21241,658471,2.22,12.3,11.2,0.99
2020-04-01,2020,4,London,LON-019,Bus,17708,531240,2.05,,14.4,1.3
2020-05-01,2020,5,London,LON-019,Bus,22258,689998,2.29,11,9,1.1
2020-06-01,2020,6,London,LON-019,Bus,20761,622830,2.24,10,,1.08
2020-07-01,2020,7,London,LON-019,Bus,23916,741396,2.11,11.6,14.1,1.14
2020-08-01,2020,8,London,LON-019,Bus,20994,650814,2.18,10.9,6,1.1
2020-09-01,2020,9,London,LON-019,Bus,18044,541320,2.3,11.3,10.1,0.95
2020-10-01,2020,10,London,LON-019,Bus,17824,552544,2.22,10.9,12.2,1.06
2020-11-01,2020,11,London,LON-019,Bus,23998,719940,2.33,12.4,10.4,1.14
2020-12-01,2020,12,London,LON-019,Bus,17636,546716,2.09,9.3,9.2,1.09
2021-01-01,2021,1,London,LON-019,Bus,19891,616621,2.25,10.4,12.8,1.11
2021-02-01,2021,2,London,LON-019,Bus,18699,523572,2.24,8.9,8.9,1.15
2021-03-01,2021,3,London,LON-019,Bus,20644,639964,2.1,10.5,10.9,1.12
2021-04-01,2021,4,LDN,LON-019,Bus,18172,545160,2.34,10.2,10.3,1.08
2021-05-01,2021,5,London,LON-019,Bus,20949,649419,2.26,10.1,10,1.15
2021-06-01,2021,6,London,LON-019,Bus,34363,1030890,2.17,15.6,9.9,1.15
2021-07-01,2021,7,London,LON-019,Bus,19705,610855,2.2,9.9,8.5,1.02
2021-08-01,2021,8,London,LON-019,bus,22983,712473,2.45,10.2,13,1.15
2021-09-01,2021,9,London,LON-019,Bus,19191,575730,2.24,10.9,11.3,0.98
2021-10-01,2021,10,London,LON-019,Bus,20534,636554,2.33,10.7,11.9,1.11
2021-11-01,2021,11,London,LON-019,Bus,17064,511920,2.29,9.7,9.5,0.91
2021-12-01,2021,12,London,LON-019,Bus,18155,562805,2.28,10.7,6.7,0.91
2022-01-01,2022,1,London,LON-019,Bus,14568,451608,241,9.5,7.7,0.93
2022-02-01,2022,2,London,LON-019,Bus,18385,514780,2.46,10,8.9,1.07
2022-03-01,2022,3,London,LON-019,Bus,19143,593433,2.38,11.1,8.7,0.93
2022-04-01,2022,4,London,LON-019,Bus,19797,593910,2.39,11.1,14.3,1
2022-05-01,2022,5,London,LON-019,Bus,19274,597494,2.22,8.9,7.8,1.4
2022-06-01,2022,6,London,LON-019,Bus,22044,661320,2.27,10.4,13.2,1.15
2022-07-01,2022,7,London,LON-019,Bus,18216,564696,2.34,11.6,6.8,0.84
2022-08-01,2022,8,London,LON-019,Bus,28454,882074,2.3,12.4,12.6,1.15
2022-09-01,2022,9,London,LON-019,Bus,23559,706770,2.26,12.1,10.3,1.03
2022-10-01,2022,10,London,LON-019,Bus,18723,580413,234,11.2,7.9,1
2022-11-01,2022,11,LDN,LON-019,Bus,17673,530190,2.26,10,8.6,1.05
2022-12-01,2022,12,London,LON-019,Bus,23395,725245,2.38,12.8,11.9,1.08
2023-01-01,2023,1,London,LON-019,Bus,19900,616900,2.29,11.1,12.4,1.09
2023-02-01,2023,2,london,LON-019,Bus,23046,645288,2.41,13.5,12.1,0.95
2023-03-01,2023,3,London,LON-019,Bus,18328,568168,2.41,9.4,11.9,0.97
2023-04-01,2023,4,London,LON-019,Bus,19214,576420,2.35,9,11,1.15
2023-05-01,2023,5,London,LON-019,Bus,25865,801815,2.25,12.5,11.2,1.11
2023-06-01,2023,6,London,LON-019,Bus,22413,672390,2.43,11.6,8.9,1.11
2023-07-01,2023,7,London,LON-019,Bus,15747,488157,2.47,,,0.87
2023-08-01,2023,8,London,LON-019,Bus,26101,809131,2.37,12.9,11.4,1.12
